ClaimIdentifier,Claim Type,Insured ID  Number,Patient_LastName,Patient_FirstName,Patient_MI,Patient_DOB,Patient_Sex,Insureds_LastName,Insureds_FirstName,Insureds_MI,Patient_Address1,Patient_Address2,Patient_City,Patient_State,Patient_Zip,Patient_Phone,Patient_RelationshipToInsured,Insureds_Address1,Insureds_Address2,Insureds_City,Insureds_State,Insureds_Zip,Insureds_Phone,Patient_Status_Marriage,Patient_Status_Employment,Patient_ConditionRelatedTo_Employment,Patient_ConditionRelatedTo_AutoAccident,Patient_ConditionRelatedTo_OtherAccident,Date_Of_Current,First_Date_Of_Illness,Provider_Referring_Name,Provider_Referring_NPI,DiagnosisCode1,DiagnosisCode2,DiagnosisCode3,DiagnosisCode4,CLM_1_From_Date,CLM_1_To_Date,CLM_1_PlaceOfService,CLM_1_CPT,CLM_1_CPT_Mod1,CLM_1_CPT_Mod2,CLM_1_CPT_Mod3,CLM_1_CPT_Mod4,CLM_1_CPT_DiagnosisPointer,CLM_1_CPT_Charges,CLM_1_CPT_DaysOrUnits,CLM_1_NPI,CLM_2_From_Date,CLM_2_To_Date,CLM_2_PlaceOfService,CLM_2_CPT,CLM_2_CPT_Mod1,CLM_2_CPT_Mod2,CLM_2_CPT_Mod3,CLM_2_CPT_Mod4,CLM_2_CPT_DiagnosisPointer,CLM_2_CPT_Charges,CLM_2_CPT_DaysOrUnits,CLM_2_NPI,CLM_3_From_Date,CLM_3_To_Date,CLM_3_PlaceOfService,CLM_3_CPT,CLM_3_CPT_Mod1,CLM_3_CPT_Mod2,CLM_3_CPT_Mod3,CLM_3_CPT_Mod4,CLM_3_CPT_DiagnosisPointer,CLM_3_CPT_Charges,CLM_3_CPT_DaysOrUnits,CLM_3_NPI,CLM_4_From_Date,CLM_4_To_Date,CLM_4_PlaceOfService,CLM_4_CPT,CLM_4_CPT_Mod1,CLM_4_CPT_Mod2,CLM_4_CPT_Mod3,CLM_4_CPT_Mod4,CLM_4_CPT_DiagnosisPointer,CLM_4_CPT_Charges,CLM_4_CPT_DaysOrUnits,CLM_4_NPI,CLM_5_From_Date,CLM_5_To_Date,CLM_5_PlaceOfService,CLM_5_CPT,CLM_5_CPT_Mod1,CLM_5_CPT_Mod2,CLM_5_CPT_Mod3,CLM_5_CPT_Mod4,CLM_5_CPT_DiagnosisPointer,CLM_5_CPT_Charges,CLM_5_CPT_DaysOrUnits,CLM_5_NPI,CLM_6_From_Date,CLM_6_To_Date,CLM_6_PlaceOfService,CLM_6_CPT,CLM_6_CPT_Mod1,CLM_6_CPT_Mod2,CLM_6_CPT_Mod3,CLM_6_CPT_Mod4,CLM_6_CPT_DiagnosisPointer,CLM_6_CPT_Charges,CLM_6_CPT_DaysOrUnits,CLM_6_NPI,FedTaxID,PatientAccountNumber,TotalCharge,AmountPaid,BalanceDue,ServiceFacility,BillingProviderInfo,DataGenesis,DataType
292,MEDICAID,t9Zuy7D8C35h,Ratcliff,Ody, ,12/23/2001,M,Ratcliff,Ody, ,29925 Gateway Hill,SUITE 637,Washington,D.C.,20171,202-472-1388,SELF,29925 Gateway Hill,SUITE 637,Washington,D.C.,20171,202-472-1388,MARRIED,EMPLOYED,NO,NO,NO,5/31/2018,4/21/2017,Dr. Charo Dunnaway,1900020073,I10,J00,,,5/31/2018,5/31/2018,31,99306,,,,,1,1763.89,1,2536050724,5/31/2018,5/31/2018,31,99212,,,,,1,1952.84,1,1794634850,5/31/2018,5/31/2018,21,99231,,,,,1,853.29,1,2777193110,5/31/2018,5/31/2018,2,99212,,,,,1,1611.08,1,2536050724,5/31/2018,5/31/2018,12,93000,,,,,1,1313.2,1,1173434577,5/31/2018,5/31/2018,11,99222,,,,,1,1245.09,1,2107071811,07-3487352,277-73-6627,8739.39,0,8739.39,"65110 Stuart Center, Washington D.C., 20060","65110 Stuart Center, Washington D.C., 20060",Noisy,Claim
293,MEDICAID,P5K84E1KO576,Sellars,Gabrila, ,12/1/1988,F,Sellars,Gabrila, ,2 Pepper Wood Point,,Washington,D.C.,20072,202-957-7466,SELF,2 Pepper Wood Point,,Washington,D.C.,20072,202-957-7466,SINGLE,EMPLOYED,NO,NO,NO,3/19/2020,,,,J30.2,,,,3/19/2020,3/19/2020,2,99349,7N,JD,45,,1,916.1,1,2374300175,3/19/2020,3/19/2020,11,99223,Y6,79,Q6,,1,1358.81,1,2141027533,3/19/2020,3/19/2020,2,99215,VL,77,T8,,1,1750.99,1,1900020073,3/19/2020,3/19/2020,12,90688,3Y,Z8,T8,,1,491.54,1,2141027533,3/19/2020,3/19/2020,11,93000,F2,Q9,8K,,1,555.87,1,2303217404,3/19/2020,3/19/2020,21,99203,NE,S0,75,,1,1655.92,1,1900020073,83-1307898,769-17-8070,6729.23,0,6729.23,"3392 Bowman Circle, Washington D.C., 20057","3392 Bowman Circle, Washington D.C., 20057",Noisy,Claim
294,MEDICAID,ft47z25EKn8V,Boynes,Archie, ,12/14/1996,M,Boynes,Archie, ,0 Clemons Lane,UNIT 747,Washington,D.C.,20278,202-540-7801,SELF,0 Clemons Lane,UNIT 747,Washington,D.C.,20278,202-540-7801,OTHER,PART-TIME STUDENT,NO,NO,NO,2/23/2020,,,,B97.89,,,,2/23/2020,2/23/2020,11,99203,,,,,1,1775.53,1,1581560652,2/23/2020,2/23/2020,11,99205,,,,,1,1054.27,1,1528997797,2/23/2020,2/23/2020,31,99213,,,,,1,1285.06,1,1327732647,2/23/2020,2/23/2020,11,93000,,,,,1,1180.51,1,2536050724,2/23/2020,2/23/2020,21,99212,,,,,1,1947.4,1,2777193110,2/23/2020,2/23/2020,31,99233,,,,,1,455.17,1,2283062518,20-9487232,596-07-0907,7697.94,0,7697.94,"245 Emmet Drive, Washington D.C., 20054","245 Emmet Drive, Washington D.C., 20054",Noisy,Claim
295,MEDICAID,9YJcquq26213,Maylor,Ervin, ,7/4/1969,M,Maylor,Ervin, ,147 Clyde Gallagher Plaza,APT 500,Washington,D.C.,20269,202-530-1544,SELF,147 Clyde Gallagher Plaza,APT 500,Washington,D.C.,20269,202-530-1544,SINGLE,FULL-TIME STUDENT,NO,NO,NO,6/12/2020,,,,J30.2,,,,6/12/2020,6/12/2020,21,99222,,,,,1,335.74,1,2637980735,6/12/2020,6/12/2020,31,99222,,,,,1,395.13,1,1085601728,6/12/2020,6/12/2020,11,99213,,,,,1,402.56,1,1794634850,6/12/2020,6/12/2020,11,90471,,,,,1,1234.03,1,2303217404,6/12/2020,6/12/2020,2,99233,,,,,1,1114.23,1,1581560652,6/12/2020,6/12/2020,21,99205,,,,,1,1627.25,1,1251486319,70-2729886,346-68-8102,5108.94,0,5108.94,"8 Schlimgen Trail, Washington D.C., 20050","8 Schlimgen Trail, Washington D.C., 20050",Noisy,Claim
296,MEDICAID,6n4Sf426a5Pj,Wallwood,Alphonse, ,7/13/1991,M,Wallwood,Alphonse, ,118 Johnson Plaza,SUITE 738,Washington,D.C.,20550,202-872-8980,SELF,118 Johnson Plaza,SUITE 738,Washington,D.C.,20550,202-872-8980,MARRIED,FULL-TIME STUDENT,NO,NO,NO,1/18/2019,,,,R29.6,,,,1/18/2019,1/18/2019,12,99231,,,,,1,1200.67,1,1456122224,1/18/2019,1/18/2019,31,99349,,,,,1,1064.71,1,2141027533,1/18/2019,1/18/2019,31,81002,,,,,1,1578.03,1,2107071811,1/18/2019,1/18/2019,12,99204,,,,,1,508.18,1,1251486319,1/18/2019,1/18/2019,31,90471,,,,,1,1445.1,1,2867882669,1/18/2019,1/18/2019,12,99204,,,,,1,378.02,1,2303217404,89-6953388,674-19-5301,6174.71,0,6174.71,"2 Graceland Alley, Washington D.C., 20059","2 Graceland Alley, Washington D.C., 20059",Noisy,Claim
297,MEDICAID,369b038dIZNY,Riccardini,Michel, ,7/13/1945,F,Riccardini,Michel, ,23 Commercial Street,APT 738,Washington,D.C.,20518,202-936-3910,SELF,23 Commercial Street,APT 738,Washington,D.C.,20518,202-936-3910,SINGLE,EMPLOYED,NO,NO,NO,6/21/2019,,,,C34.90,,,,6/21/2019,6/21/2019,11,99223,,,,,1,786.96,1,2374300175,6/21/2019,6/21/2019,11,99211,,,,,1,428.99,1,2292387037,6/21/2019,6/21/2019,12,99233,,,,,1,537.25,1,1327732647,6/21/2019,6/21/2019,11,96127,,,,,1,469.34,1,1173434577,6/21/2019,6/21/2019,21,69210,,,,,1,1676,1,1085601728,6/21/2019,6/21/2019,2,69210,,,,,1,1451.3,1,1456122224,73-0355417,420-80-0280,5349.84,0,5349.84,"6 Kenwood Park, Washington D.C., 20060","6 Kenwood Park, Washington D.C., 20060",Noisy,Claim
298,MEDICAID,U4MJ4wpaP520,Shalloe,Aleta, ,12/26/1998,F,Shalloe,Aleta, ,0508 Gerald Parkway,SUITE 602,Washington,D.C.,20173,202-232-2858,SELF,0508 Gerald Parkway,SUITE 602,Washington,D.C.,20173,202-232-2858,SINGLE,EMPLOYED,NO,NO,YES,3/3/2020,,,,K21.0,,,,3/3/2020,3/3/2020,11,96127,OL,PC,8B,,1,1380.97,1,2402879641,3/3/2020,3/3/2020,21,99211,MS,2A,4G,,1,370.44,1,1018493702,3/3/2020,3/3/2020,31,81002,39,FG,5Y,,1,1481.99,1,1817398960,3/3/2020,3/3/2020,2,99348,K0,G3,5Y,,1,338.09,1,1153393968,3/3/2020,3/3/2020,31,99214,O2,93,8Z,,1,1605.97,1,2107071811,3/3/2020,3/3/2020,11,99232,Y4,SL,58,,1,454.57,1,2810623947,12-5503568,523-88-5361,5632.03,0,5632.03,"35 Continental Crossing, Washington D.C., 20052","35 Continental Crossing, Washington D.C., 20052",Noisy,Claim
299,MEDICAID,0kqX098cqI9J,Collen,Orson, ,11/19/1995,M,Collen,Orson, ,9 Clarendon Park,SUITE 830,Washington,D.C.,20290,202-769-6320,SELF,9 Clarendon Park,SUITE 830,Washington,D.C.,20290,202-769-6320,MARRIED,EMPLOYED,NO,NO,NO,1/5/2020,,,,G47.00,,,,1/5/2020,1/5/2020,11,99395,98,40,7T,,1,386.22,1,2525942599,1/5/2020,1/5/2020,2,99231,55,9L,32,,1,542.85,1,2747742614,1/5/2020,1/5/2020,2,90688,YS,Z6,37,,1,1944.97,1,1018493702,1/5/2020,1/5/2020,2,93000,NM,W2,37,,1,506.53,1,1581560652,1/5/2020,1/5/2020,21,99212,90,23,CE,,1,1275.79,1,2047646400,1/5/2020,1/5/2020,21,99350,42,Z8,6B,,1,1037.47,1,1513476213,76-1923854,179-82-6859,5693.83,0,5693.83,"6663 Killdeer Junction, Washington D.C., 20059","6663 Killdeer Junction, Washington D.C., 20059",Noisy,Claim
300,MEDICAID,3Sp308u3t5wg,Boynes,Archie, ,12/14/1996,M,Boynes,Archie, ,0 Clemons Lane,UNIT 747,Washington,D.C.,20278,202-839-2447,SELF,0 Clemons Lane,UNIT 747,Washington,D.C.,20278,202-839-2447,OTHER,EMPLOYED,NO,NO,NO,1/21/2020,,,,E11.42,,E11.42,,1/21/2020,1/21/2020,12,99309,,,,,1,582.07,1,1085601728,1/21/2020,1/21/2020,21,69210,,,,,1,439.85,1,2303217404,1/21/2020,1/21/2020,2,99203,,,,,1,944.77,1,2536050724,1/21/2020,1/21/2020,31,99310,,,,,1,1568.07,1,1085601728,1/21/2020,1/21/2020,21,69210,,,,,1,1008.6,1,2292387037,1/21/2020,1/21/2020,2,99395,,,,,1,1182.4,1,1817398960,78-3898168,596-07-0907,5725.76,0,5725.76,"974 Larry Drive, Washington D.C., 20059","974 Larry Drive, Washington D.C., 20059",Noisy,Claim
301,MEDICAID,662H5Wr3U4sQ,Kunzler,Tod, ,6/16/1981,M,Kunzler,Tod, ,02030 Michigan Plaza,,Washington,D.C.,20309,202-548-6428,SELF,02030 Michigan Plaza,,Washington,D.C.,20309,202-548-6428,MARRIED,EMPLOYED,NO,NO,NO,3/4/2019,9/3/2015,Dr. Loydie Yandle,1173434577,R29.6,R53.83,C34.90,E78.00,3/4/2019,3/4/2019,31,99212,,,,,1,1538.75,1,2951611356,3/4/2019,3/4/2019,11,99205,,,,,1,1759.77,1,1214955140,3/4/2019,3/4/2019,31,99222,,,,,1,516.88,1,2810623947,3/4/2019,3/4/2019,31,93000,,,,,1,1245.69,1,2292387037,3/4/2019,3/4/2019,21,99222,,,,,1,343.79,1,2374300175,3/4/2019,3/4/2019,12,93000,,,,,1,1727.09,1,2637980735,83-0783111,475-84-0890,7131.97,0,7131.97,"1 Division Road, Washington D.C., 20053","1 Division Road, Washington D.C., 20053",Noisy,Claim
302,MEDICAID,78dd513Z15e4,Bounds,Vassily, ,3/4/1956,M,Bounds,Vassily, ,48400 Johnson Road,UNIT 183,Washington,D.C.,20071,202-307-5726,SELF,48400 Johnson Road,UNIT 183,Washington,D.C.,20071,202-307-5726,SINGLE,EMPLOYED,NO,NO,NO,4/10/2019,5/23/2016,Urgent Care Medical Associates,1794634850,R29.6,I10,,,4/10/2019,4/10/2019,2,96127,SA,VS,C9,,1,1536.4,1,1018493702,4/10/2019,4/10/2019,12,99232,6G,34,0V,,1,1818.89,1,2292387037,4/10/2019,4/10/2019,11,69210,U3,67,5E,,1,999.17,1,2810623947,4/10/2019,4/10/2019,2,99223,IX,SB,5E,,1,407.23,1,2292387037,4/10/2019,4/10/2019,31,81002,92,98,82,,1,381.21,1,2374300175,4/10/2019,4/10/2019,2,99231,4X,19,6L,,1,678.01,1,2747742614,30-8642897,753-31-8622,5820.91,0,5820.91,"4596 Melby Junction, Washington D.C., 20060","4596 Melby Junction, Washington D.C., 20060",Noisy,Claim
303,MEDICAID,7kK07V2nV97z,Gisbourn,Fabian, ,11/2/1934,M,Gisbourn,Fabian, ,31407 Kings Street,,Washington,D.C.,20368,202-911-2750,SELF,31407 Kings Street,,Washington,D.C.,20368,202-911-2750,MARRIED,PART-TIME STUDENT,NO,NO,NO,1/23/2019,12/18/2017,Allergy and Immunology Healthcare Group,2265005859,F33.1,R11.2,,,1/23/2019,1/23/2019,12,99309,,,,,1,908.7,1,1528997797,1/23/2019,1/23/2019,12,99203,,,,,1,1840.96,1,2283062518,1/23/2019,1/23/2019,2,99309,,,,,1,1527.27,1,2637980735,1/23/2019,1/23/2019,31,99395,,,,,1,719.24,1,2536050724,1/23/2019,1/23/2019,31,99203,,,,,1,1984.56,1,1528997797,1/23/2019,1/23/2019,31,99310,,,,,1,1136.57,1,1018493702,76-7183847,332-10-1506,8117.3,0,8117.3,"9340 Porter Junction, Washington D.C., 20050","9340 Porter Junction, Washington D.C., 20050",Noisy,Claim
304,MEDICAID,YJof5J7nCj24,Mainstone,Rorke, ,9/7/1942,M,Mainstone,Rorke, ,104 Shasta Avenue,,Washington,D.C.,20086,202-985-0172,SELF,104 Shasta Avenue,,Washington,D.C.,20086,202-985-0172,MARRIED,EMPLOYED,NO,NO,NO,6/27/2018,,,,E11.42,,,,6/27/2018,6/27/2018,21,99309,,,,,1,1948.22,1,1153393968,6/27/2018,6/27/2018,11,99309,,,,,1,1948.86,1,2402879641,6/27/2018,6/27/2018,21,99232,,,,,1,1605.79,1,1513476213,6/27/2018,6/27/2018,21,99205,,,,,1,1357.99,1,2810623947,6/27/2018,6/27/2018,2,99203,,,,,1,1316.47,1,1173434577,6/27/2018,6/27/2018,2,99306,,,,,1,903.87,1,1327732647,30-2406790,364-68-0685,9081.2,0,9081.2,"19882 Erie Drive, Washington D.C., 20050","19882 Erie Drive, Washington D.C., 20050",Noisy,Claim
305,MEDICAID,2JV0YX6q5thc,Darco,Abagael, ,7/2/1957,F,Darco,Abagael, ,4 Mccormick Place,,Washington,D.C.,20377,202-236-2394,SELF,4 Mccormick Place,,Washington,D.C.,20377,202-236-2394,MARRIED,FULL-TIME STUDENT,NO,NO,NO,3/9/2019,,,,M54.5,,,,3/9/2019,3/9/2019,21,99204,4U,Q0,Z3,,1,1460.18,1,2141027533,3/9/2019,3/9/2019,12,99215,HV,69,14,,1,1466,1,2747742614,3/9/2019,3/9/2019,12,99213,EW,F2,K3,,1,1685.34,1,2283062518,3/9/2019,3/9/2019,12,99223,70,2C,K3,,1,469.78,1,2265005859,3/9/2019,3/9/2019,12,99306,N0,13,96,,1,1382.64,1,1214955140,3/9/2019,3/9/2019,21,99223,2G,4O,X1,,1,877.95,1,1173953828,32-0814286,638-62-4100,7341.89,0,7341.89,"72 Pearson Alley, Washington D.C., 20050","72 Pearson Alley, Washington D.C., 20050",Noisy,Claim
306,MEDICAID,3O58619635e1,Yerbury,Rubie, ,1/18/1994,F,Yerbury,Rubie, ,914 Talmadge Way,,Washington,D.C.,20496,202-573-1683,SELF,914 Talmadge Way,,Washington,D.C.,20496,202-573-1683,OTHER,PART-TIME STUDENT,NO,NO,NO,5/31/2018,,,,R53.83,,R06.02,,5/31/2018,5/31/2018,2,90688,,,,,1,1655.37,1,1817398960,5/31/2018,5/31/2018,11,99223,,,,,1,342.1,1,2777193110,5/31/2018,5/31/2018,11,99349,,,,,1,415.35,1,2747742614,5/31/2018,5/31/2018,12,99233,,,,,1,677.13,1,1173434577,5/31/2018,5/31/2018,11,90471,,,,,1,1184.59,1,1085601728,5/31/2018,5/31/2018,2,90471,,,,,1,1229.1,1,2525942599,85-4957714,531-88-9953,5503.64,0,5503.64,"489 Hudson Avenue, Washington D.C., 20052","489 Hudson Avenue, Washington D.C., 20052",Noisy,Claim
307,MEDICAID,Hw4oLX4837iJ,Shakle,Delano, ,8/6/1983,M,Shakle,Delano, ,670 Meadow Valley Drive,APT 166,Washington,D.C.,20393,202-640-1274,SELF,670 Meadow Valley Drive,APT 166,Washington,D.C.,20393,202-640-1274,SINGLE,FULL-TIME STUDENT,NO,NO,NO,6/29/2019,4/16/2016,Dr. Merrill Ivanyushin,2637980735,I10,R53.83,,C73,6/29/2019,6/29/2019,31,99349,,,,,1,814.07,1,2536050724,6/29/2019,6/29/2019,12,99349,,,,,1,1789.41,1,1173953828,6/29/2019,6/29/2019,2,99395,,,,,1,1577.53,1,1794634850,6/29/2019,6/29/2019,12,99231,,,,,1,407.91,1,1794634850,6/29/2019,6/29/2019,2,99348,,,,,1,1210.86,1,2536050724,6/29/2019,6/29/2019,11,81002,,,,,1,959.95,1,1794634850,94-3844579,203-50-1817,6759.73,0,6759.73,"70077 Iowa Point, Washington D.C., 20060","70077 Iowa Point, Washington D.C., 20060",Noisy,Claim
308,MEDICAID,2ug7t0nwm993,Shalloe,Aleta, ,12/26/1998,F,Shalloe,Aleta, ,0508 Gerald Parkway,SUITE 602,Washington,D.C.,20173,202-550-5690,SELF,0508 Gerald Parkway,SUITE 602,Washington,D.C.,20173,202-550-5690,MARRIED,EMPLOYED,NO,NO,NO,1/10/2020,,,,G47.33,,,,1/10/2020,1/10/2020,2,99350,,,,,1,310.7,1,1153393968,1/10/2020,1/10/2020,21,99203,,,,,1,1072.14,1,2107071811,1/10/2020,1/10/2020,21,99309,,,,,1,1220.07,1,2292387037,1/10/2020,1/10/2020,31,96127,,,,,1,1704.05,1,1900020073,1/10/2020,1/10/2020,11,99349,,,,,1,1136.18,1,2402879641,1/10/2020,1/10/2020,12,99231,,,,,1,1380.17,1,2047646400,91-4875880,523-88-5361,6823.31,0,6823.31,"93 Brentwood Pass, Washington D.C., 20059","93 Brentwood Pass, Washington D.C., 20059",Noisy,Claim
309,MEDICAID,YC64u62B6596,Balshen,Binky, ,9/26/1955,M,Balshen,Binky, ,1214 Vernon Junction,,Washington,D.C.,20524,202-386-4649,SELF,1214 Vernon Junction,,Washington,D.C.,20524,202-386-4649,MARRIED,EMPLOYED,NO,NO,NO,4/12/2019,,,,J30.2,,,,4/12/2019,4/12/2019,21,69210,0P,,,,1,531.62,1,2374300175,4/12/2019,4/12/2019,31,99310,DL,,,,1,1942.91,1,2951611356,4/12/2019,4/12/2019,11,99348,GY,,,,1,1170.85,1,2292387037,4/12/2019,4/12/2019,12,99215,8B,,,,1,447.2,1,1817398960,4/12/2019,4/12/2019,12,99205,1J,,,,1,687.49,1,2867882669,4/12/2019,4/12/2019,21,99395,JQ,,,,1,811.25,1,1327732647,20-9047641,417-67-2825,5591.32,0,5591.32,"0 Rutledge Place, Washington D.C., 20050","0 Rutledge Place, Washington D.C., 20050",Noisy,Claim
310,MEDICAID,f11ic4E74697,Goldsbrough,Gustaf, ,4/9/1978,M,Goldsbrough,Gustaf, ,55497 Green Court,SUITE 37,Washington,D.C.,20178,202-628-3004,SELF,55497 Green Court,SUITE 37,Washington,D.C.,20178,202-628-3004,SINGLE,FULL-TIME STUDENT,NO,NO,NO,2/23/2019,,,,F10.1,,,,2/23/2019,2/23/2019,12,99211,,,,,1,1645.64,1,2777193110,2/23/2019,2/23/2019,11,99204,,,,,1,492.85,1,2637980735,2/23/2019,2/23/2019,12,96127,,,,,1,1657.97,1,2637980735,2/23/2019,2/23/2019,11,90688,,,,,1,605.38,1,2141027533,2/23/2019,2/23/2019,12,69210,,,,,1,921.01,1,2536050724,2/23/2019,2/23/2019,12,90688,,,,,1,1811.5,1,2867882669,83-2049545,349-42-8547,7134.35,0,7134.35,"97525 Barnett Center, Washington D.C., 20051","97525 Barnett Center, Washington D.C., 20051",Noisy,Claim
311,MEDICAID,3Hdw0u89g383,Mitchelson,Elga, ,2/28/1969,F,Mitchelson,Elga, ,687 Warner Parkway,APT 791,Washington,D.C.,20024,202-382-2228,SELF,687 Warner Parkway,APT 791,Washington,D.C.,20024,202-382-2228,OTHER,EMPLOYED,YES,NO,NO,4/9/2020,,,,R11.2,,,,4/9/2020,4/9/2020,21,99395,CK,4D,IR,,1,1580.12,1,1900020073,4/9/2020,4/9/2020,31,99213,66,N4,7T,,1,1368.15,1,1581560652,4/9/2020,4/9/2020,31,99222,NP,5,PX,,1,995.35,1,2867882669,4/9/2020,4/9/2020,31,99221,E9,E1,PX,,1,1669.94,1,1085601728,4/9/2020,4/9/2020,21,99211,W5,B7,6I,,1,1060.96,1,1513476213,4/9/2020,4/9/2020,31,99223,34,9A,1M,,1,545.58,1,1173434577,07-0522544,155-84-9148,7220.1,0,7220.1,"3 South Alley, Washington D.C., 20053","3 South Alley, Washington D.C., 20053",Noisy,Claim
312,MEDICAID,P4o73b6O64mQ,Domokos,Beatrice, ,12/11/1959,F,Domokos,Beatrice, ,150 Crowley Court,SUITE 466,Washington,D.C.,20514,202-350-5811,SELF,150 Crowley Court,SUITE 466,Washington,D.C.,20514,202-350-5811,MARRIED,EMPLOYED,NO,NO,NO,5/29/2020,,,,K58.0,,R05,,5/29/2020,5/29/2020,11,99211,I5,,,31,1,1439.26,1,2747742614,5/29/2020,5/29/2020,2,90688,37,,,F9,1,630.64,1,1173953828,5/29/2020,5/29/2020,31,81002,R9,,,9V,1,1391.63,1,1085601728,5/29/2020,5/29/2020,31,99222,DU,,,9V,1,1966.75,1,2536050724,5/29/2020,5/29/2020,21,93000,R0,,,89,1,1121.27,1,2525942599,5/29/2020,5/29/2020,12,99223,67,,,54,1,800.88,1,2810623947,37-6870374,295-73-8840,7350.43,0,7350.43,"7820 Valley Edge Circle, Washington D.C., 20057","7820 Valley Edge Circle, Washington D.C., 20057",Noisy,Claim
313,MEDICAID,UwqtretrbQ3Q,Assante,Shawnee, ,10/28/1998,F,Assante,Shawnee, ,3 Stoughton Plaza,,Washington,D.C.,20098,202-090-7893,SELF,3 Stoughton Plaza,,Washington,D.C.,20098,202-090-7893,MARRIED,PART-TIME STUDENT,NO,NO,NO,9/27/2018,,,,C73,,U07.1,,9/27/2018,9/27/2018,2,99204,,,,,1,1130.87,1,2141027533,9/27/2018,9/27/2018,11,99350,,,,,1,1213.79,1,2292387037,9/27/2018,9/27/2018,12,90688,,,,,1,1286.62,1,2867882669,9/27/2018,9/27/2018,21,99233,,,,,1,658.68,1,1153393968,9/27/2018,9/27/2018,11,99214,,,,,1,1988.7,1,2283062518,9/27/2018,9/27/2018,12,93000,,,,,1,1199.3,1,1900020073,36-0291408,381-95-1970,7477.96,0,7477.96,"938 Heffernan Junction, Washington D.C., 20057","938 Heffernan Junction, Washington D.C., 20057",Noisy,Claim
314,MEDICAID,h4203WCjzAl1,Collen,Orson, ,11/19/1995,M,Collen,Orson, ,9 Clarendon Park,SUITE 830,Washington,D.C.,20290,202-808-8453,SELF,9 Clarendon Park,SUITE 830,Washington,D.C.,20290,202-808-8453,SINGLE,EMPLOYED,NO,NO,NO,7/11/2020,,,,U07.1,,,,7/11/2020,7/11/2020,31,99221,4K,,,,1,1198.87,1,2292387037,7/11/2020,7/11/2020,21,81002,9V,,,,1,840,1,1794634850,7/11/2020,7/11/2020,31,99204,T3,,,,1,1266.78,1,1173434577,7/11/2020,7/11/2020,11,99215,65,,,,1,1321.42,1,1153393968,7/11/2020,7/11/2020,12,99306,AY,,,,1,698.61,1,1817398960,7/11/2020,7/11/2020,12,99211,ZS,,,,1,1878.74,1,2265005859,99-4769462,179-82-6859,7204.42,0,7204.42,"8 Stang Avenue, Washington D.C., 20058","8 Stang Avenue, Washington D.C., 20058",Noisy,Claim
315,MEDICAID,1o1bo97D509y,Alejo,Goddard, ,12/20/1995,M,Alejo,Goddard, ,63611 Nelson Circle,,Washington,D.C.,20126,202-784-5093,SELF,63611 Nelson Circle,,Washington,D.C.,20126,202-784-5093,OTHER,EMPLOYED,NO,NO,NO,7/19/2019,3/9/2016,Dr. Terra Kegg,2810623947,E11.9,J00,,,7/19/2019,7/19/2019,2,99211,,,,,1,749.18,1,2265005859,7/19/2019,7/19/2019,11,99222,,,,,1,1672.98,1,1794634850,7/19/2019,7/19/2019,11,99233,,,,,1,776.35,1,2637980735,7/19/2019,7/19/2019,31,99223,,,,,1,966.75,1,1879008081,7/19/2019,7/19/2019,11,99203,,,,,1,1579.27,1,1214955140,7/19/2019,7/19/2019,11,99348,,,,,1,1488.15,1,1085601728,92-9914100,405-90-3549,7232.68,0,7232.68,"72 Gerald Point, Washington D.C., 20055","72 Gerald Point, Washington D.C., 20055",Noisy,Claim
316,MEDICAID,2W16d64w5B9h,Welbelove,Katusha, ,9/19/2003,F,Welbelove,Katusha, ,5 Hudson Avenue,,Washington,D.C.,20590,202-572-2349,SELF,5 Hudson Avenue,,Washington,D.C.,20590,202-572-2349,MARRIED,PART-TIME STUDENT,YES,NO,NO,2/6/2020,,,,C34.90,,,,2/6/2020,2/6/2020,2,93000,8U,70,C2,,1,1815.02,1,2525942599,2/6/2020,2/6/2020,31,99306,AL,MN,B2,,1,924.61,1,2402879641,2/6/2020,2/6/2020,2,99309,EJ,5E,MT,,1,1156.26,1,1900020073,2/6/2020,2/6/2020,2,99213,8N,DF,MT,,1,1968.44,1,1173434577,2/6/2020,2/6/2020,31,99348,7I,1U,4M,,1,805.41,1,2374300175,2/6/2020,2/6/2020,31,99310,2V,3G,S7,,1,1885.52,1,2777193110,07-0553578,867-78-6986,8555.26,0,8555.26,"29513 Pearson Junction, Washington D.C., 20059","29513 Pearson Junction, Washington D.C., 20059",Noisy,Claim
